NDPI_Pre,NDPI_Post,NDBI_Pre,NDBI_Post,NORMALIZED_NDBI,NORMALIZED_VV,NORMALIZED_VH,RBR_NDBI,RBR_VV,RBR_VH,HH_Pre,HV_Pre,VH_Pre,VV_Pre,HH_Post,HV_Post,VH_Post,VV_Post,IRV_Pre,IRV_Post,Burn_Classification
-0.2834645669290223,-0.26693227091622834,-0.20524017467239947,-0.32352941176458694,0.22370658250529826,0.005464480874313954,0.13207547169807168,1.5763454325578952,1.0109890109879,1.3043478260860115,94.0,163.0,138.0,91.0,82.0,159.0,180.0,92.0,2.551859099803806,2.5853658536580113,0
-0.8620689655164983,-0.1764705882352526,-0.8545454545446777,-0.1860465116278637,-0.642421779825861,0.9125683060104304,0.42857142857130853,0.21771400299445176,10.0,2.499999999997549,49.0,108.0,102.0,8.0,151.0,250.0,255.0,175.0,3.1648351648340056,2.4213075060529756,0
-0.19431279620843872,-0.24352331606211308,-0.25764192139726744,0.06181818181815934,-1.0,0.26406926406914977,-0.05494505494503482,0.0,1.7176470588215087,0.8958333333327113,5.0,126.0,144.0,85.0,170.0,240.0,129.0,146.0,2.94736842105177,2.4120603015072346,0
-0.2097560975608733,-0.2348668280871102,-0.1859296482411126,-0.22549019607837612,0.0961561489876952,0.32217573221743845,0.3586956521738156,1.212771595777123,1.950617283948209,2.118644067794815,59.0,124.0,118.0,81.0,120.0,255.0,250.0,158.0,2.5567010309271763,2.588832487309316,0
-0.01818181818181157,-0.07416879795394522,-0.07849829351533158,0.12772585669777953,1.0,0.1455696202531185,-0.060402684563738124,0.0,1.3407407407397478,0.8860759493665279,173.0,140.0,158.0,135.0,35.0,210.0,140.0,181.0,1.9047619047615807,2.641509433961849,0
-0.25874125874116827,0.2228571428570792,-0.20895522388051907,0.03883495145630125,-1.0,0.33749999999989455,0.09999999999997222,0.0,2.0188679245263974,1.2222222222214678,126.0,180.0,162.0,106.0,156.0,136.0,198.0,214.0,2.4324324324320212,1.6947040498439727,0
-0.4432234432232809,-0.6838487972506241,-0.35319148936155187,-0.6182572614105318,0.272856156195165,-0.24590163934406073,0.10169491525420857,1.7504874273816053,0.6052631578939405,1.2264150943388514,78.0,197.0,159.0,76.0,95.0,245.0,195.0,46.0,2.875912408758599,3.1061806656096502,0
-0.45396825396810986,-0.34057971014480415,-0.4149659863944167,-0.3079847908744076,-0.14797853311530046,0.028248587570605513,-0.09473684210523824,0.7421928568764518,1.0581395348824905,0.8269230769226794,34.0,229.0,208.0,86.0,198.0,185.0,172.0,91.0,3.169550173009832,2.245827010621814,0
-0.13839285714282626,-0.4341085271316147,-0.09176470588233135,-0.09316770186329618,0.007586533906232845,-0.4511278195487026,-0.4499999999998594,1.0152890598733326,0.378238341968716,0.3793103448274227,162.0,255.0,232.0,193.0,183.0,185.0,88.0,73.0,2.3583815028899004,2.3642172523957883,0
-0.44578313252998625,-0.4035087719296476,-0.426791277258434,-0.2608695652172495,-0.24128422300151559,-0.14999999999990626,-0.327536231883963,0.6112345288641154,0.7391304347818053,0.5065502183403902,93.0,240.0,229.0,92.0,209.0,160.0,116.0,68.0,2.8872180451123475,2.144053601339674,0
-0.021897810218972774,-0.2610169491524539,0.11666666666663426,-0.20146520146512767,1.0,-0.2967741935482914,0.01547987616098592,0.0,0.5422885572136605,1.0314465408798545,148.0,210.0,159.0,201.0,141.0,186.0,164.0,109.0,2.1846553966187017,2.392282958198972,0
-0.2795389048990549,-0.2537313432834874,-0.10394265232971185,-0.24242424242415062,0.3998118533609532,-0.11111111111106173,0.03144654088049326,2.332288403497693,0.79999999999936,1.0649350649343734,255.0,222.0,154.0,125.0,136.0,168.0,164.0,100.0,2.155339805824981,2.349650349649939,0
-0.3144329896906406,-0.026415094339612675,-0.3144329896906406,0.07949790794975754,-1.0,-0.015267175572513258,-0.3972602739724939,0.0,0.969924812029346,0.4313725490194387,255.0,255.0,255.0,133.0,202.0,136.0,110.0,129.0,2.2717149220487447,1.8043117744607289,0
0.04722792607801905,-0.1985559566786287,0.11842105263155298,0.08292682926825223,-0.17628307291225978,-0.3934426229507122,-0.3627118644066567,0.7002710021184991,0.43529411764688813,0.46766169154205595,248.0,232.0,201.0,255.0,102.0,166.0,94.0,111.0,1.9193381592552305,2.4366972477059745,0
-0.12087912087909432,0.043771043771029035,-0.11111111111108642,0.29166666666654517,1.0,-0.126760563380246,-0.4925373134326888,0.0,0.7749999999996126,0.339999999999864,185.0,255.0,250.0,200.0,181.0,142.0,85.0,155.0,2.279329608938293,1.8322580645158333,0
-0.41274238227135385,0.5133531157268506,-0.3764705882351834,0.3934426229507122,1.0,0.41274238227135385,-0.35652173913033147,0.0,2.405660377356221,0.47435897435877167,234.0,255.0,234.0,106.0,253.0,82.0,111.0,255.0,2.3999999999997175,0.9761904761903308,0
-0.5307692307690266,-0.07296137339052663,-0.4999999999997951,-0.2258064516128223,-0.3777777778298051,0.2781065088755751,-0.03389830508473619,0.4516129033161523,1.770491803275786,0.9344262295076862,67.0,199.0,183.0,61.0,114.0,125.0,171.0,108.0,3.026615969581173,2.1186440677961613,0
-0.5333333333324445,-0.0508474576270971,-0.6626506024088402,-0.34883720930222417,-0.31024930750948393,0.7777777777771605,0.541528239202478,0.526427061390706,7.999999999942857,3.362318840574837,85.0,46.0,69.0,14.0,148.0,124.0,232.0,112.0,1.9267015706796196,1.9527559055114267,0
-0.16923076923070415,-0.20853080568715437,-0.18490566037728873,-0.20853080568715437,0.06004818402369641,0.21454545454537655,0.2378640776698452,1.1277686436122987,1.5462962962948645,1.6242038216550165,51.0,152.0,157.0,108.0,139.0,255.0,255.0,167.0,2.626349892008072,2.4999999999996936,0
-0.27999999999987557,-0.4594594594593215,-0.30172413793090447,-0.4782608695650788,0.22633349354181886,0.052631578947337644,0.2561576354679172,1.5850931682274323,1.1111111111097394,1.6887417218531864,42.0,144.0,151.0,81.0,115.0,243.0,255.0,90.0,2.802919708028515,2.813314037626221,0
-0.13445378151254855,0.04761904761903682,-0.21072796934857826,0.04288939051917768,-1.0,0.383233532934017,0.1459459459459065,0.0,2.2427184465997643,1.3417721518978851,88.0,135.0,158.0,103.0,247.0,210.0,212.0,231.0,2.3427331887196656,1.8708240534519074,0
-0.1672597864768088,-0.010152284263956814,-0.17894736842098985,0.10795454545451479,-1.0,0.24999999999991987,-0.03384615384614343,0.0,1.666666666665242,0.9345238095232533,131.0,164.0,168.0,117.0,187.0,199.0,157.0,195.0,2.277777777777382,2.0410256410253793,0
